        2	2018-06-19 19:31:49	1	0	1	0
        3	2018-06-19 19:31:51	1	0	1	0
        7	2018-06-19 19:31:53	1	0	1	0
        9	2018-06-19 19:31:55	1	0	1	0
       17	2018-06-19 19:32:02	1	0	1	0
       18	2018-06-19 19:32:05	1	0	1	0
       19	2018-06-19 19:32:07	1	0	1	0
       20	2018-06-19 19:32:10	1	0	1	0
       16	2018-06-19 19:32:12	1	0	1	0
